ID,Target_07_AUC,Target_90_AUC,Target_120_AUC,Target_07_LogLoss,Target_90_LogLoss,Target_120_LogLoss
ID_H0RGNM,0.008333397072746464,0.009685556299472823,0.008833181703230062,0.008333397072746464,0.009685556299472823,0.008833181703230062
ID_XJFO8M,0.974325954912502,0.9702483622563652,0.9630455952463354,0.974325954912502,0.9702483622563652,0.9630455952463354
ID_SNHFKH,0.06626977186605225,0.05854116089078859,0.05384730018678713,0.06626977186605225,0.05854116089078859,0.05384730018678713
ID_DV8HKK,0.9308062796830263,0.9201387573549211,0.9133170745286165,0.9308062796830263,0.9201387573549211,0.9133170745286165
ID_T01I6W,0.05500845248653505,0.058717369990208816,0.05755697890647604,0.05500845248653505,0.058717369990208816,0.05755697890647604
ID_BRKSWO,0.016799542679933693,0.09179512642143826,0.138059802925667,0.016799542679933693,0.09179512642143826,0.138059802925667
ID_RIFSHG,0.007888895200123574,0.0064288593367624255,0.0079954967297335,0.007888895200123574,0.0064288593367624255,0.0079954967297335
ID_JJZHX4,0.9676626581437766,0.9508216921476789,0.9595960520836179,0.9676626581437766,0.9508216921476789,0.9595960520836179
ID_0HL0VZ,0.06852190991539325,0.06411658573565471,0.05867017778216111,0.06852190991539325,0.06411658573565471,0.05867017778216111
ID_66WTJJ,0.02606553221206413,0.0219027253888795,0.024479927064163617,0.02606553221206413,0.0219027253888795,0.024479927064163617
ID_E91V1S,0.06116602352230373,0.04507550301309614,0.038398480524038214,0.06116602352230373,0.04507550301309614,0.038398480524038214
ID_XG3GAF,0.01095373790297998,0.011653783482331547,0.012146376241076926,0.01095373790297998,0.011653783482331547,0.012146376241076926
ID_113JPM,0.9183681799457645,0.8974174530366842,0.8953791583901842,0.9183681799457645,0.8974174530366842,0.8953791583901842
ID_C6SVLO,0.024010560178086202,0.03160822271766075,0.0336821916112334,0.024010560178086202,0.03160822271766075,0.0336821916112334
ID_ARPIFI,0.9732700306412856,0.9691886795763636,0.9694431246398805,0.9732700306412856,0.9691886795763636,0.9694431246398805
ID_2FRFL1,0.06844349012394406,0.0632965287548661,0.07519433204506468,0.06844349012394406,0.0632965287548661,0.07519433204506468
ID_0AGZMC,0.8406632237713434,0.8657105104930007,0.8348392291467102,0.8406632237713434,0.8657105104930007,0.8348392291467102
ID_Z2QOGN,0.9390160167312177,0.932922119490099,0.9248089984607502,0.9390160167312177,0.932922119490099,0.9248089984607502
ID_OSG8GM,0.042671727297598216,0.046069907860156835,0.04707426126000627,0.042671727297598216,0.046069907860156835,0.04707426126000627
ID_39QOX4,0.05057588073733578,0.04689966061481945,0.044724645626957105,0.05057588073733578,0.04689966061481945,0.044724645626957105
ID_VIEIWS,0.958466968530144,0.9515346319210396,0.9510649464905789,0.958466968530144,0.9515346319210396,0.9510649464905789
ID_Y0UI9R,0.0820259275620639,0.0602878184742487,0.06685433429425482,0.0820259275620639,0.0602878184742487,0.06685433429425482
ID_6FGRFY,0.03429637483916873,0.03958116889815877,0.03745150929356831,0.03429637483916873,0.03958116889815877,0.03745150929356831
ID_TNP5US,0.03190219301073312,0.03254652857982255,0.027177652859339773,0.03190219301073312,0.03254652857982255,0.027177652859339773
ID_9DFF93,0.09302036172137523,0.10850897293583939,0.09678944003586702,0.09302036172137523,0.10850897293583939,0.09678944003586702
ID_C3Q49L,0.005753763703930095,0.007850563145477482,0.007349332021675956,0.005753763703930095,0.007850563145477482,0.007349332021675956
ID_GF4OWA,0.007391159654733475,0.007557704691158027,0.007943269486854249,0.007391159654733475,0.007557704691158027,0.007943269486854249
ID_9Q8VQ7,0.8927048651085381,0.881157032692921,0.8604001781830197,0.8927048651085381,0.881157032692921,0.8604001781830197
ID_7Q438J,0.008016557119721128,0.013866428870890877,0.0130315217941949,0.008016557119721128,0.013866428870890877,0.0130315217941949
ID_PK1MO2,0.5552886557210863,0.4765622818587726,0.5795879280694086,0.5552886557210863,0.4765622818587726,0.5795879280694086
ID_PILYKK,0.26982096032061054,0.24407751271107736,0.2314463988604891,0.26982096032061054,0.24407751271107736,0.2314463988604891
ID_2ID2GS,0.007158781910391221,0.007645455029425481,0.010207078917685245,0.007158781910391221,0.007645455029425481,0.010207078917685245
ID_5SB0D3,0.009492006294598333,0.010692939691443236,0.01113838261976163,0.009492006294598333,0.010692939691443236,0.01113838261976163
ID_YJL53D,0.01272067069124526,0.009732822231210763,0.01572400785056377,0.01272067069124526,0.009732822231210763,0.01572400785056377
ID_DRSSHS,0.03010553556958378,0.02468697894873946,0.019095935650314533,0.03010553556958378,0.02468697894873946,0.019095935650314533
ID_E9JBCD,0.006212457550360282,0.005809340489569766,0.006397539823582113,0.006212457550360282,0.005809340489569766,0.006397539823582113
ID_JTZZE4,0.018804665185827598,0.022077410140673052,0.02003533173619996,0.018804665185827598,0.022077410140673052,0.02003533173619996
ID_O17XF5,0.0296894229998282,0.040009543785941064,0.040375070549135916,0.0296894229998282,0.040009543785941064,0.040375070549135916
ID_T8F7OF,0.10434105142574662,0.09762144729773542,0.06599156233149922,0.10434105142574662,0.09762144729773542,0.06599156233149922
ID_LOPTN6,0.013232650444704668,0.010942781748273877,0.015084844053259803,0.013232650444704668,0.010942781748273877,0.015084844053259803
ID_AXX6Z2,0.1467222705039738,0.1517531730535121,0.1486263311464659,0.1467222705039738,0.1517531730535121,0.1486263311464659
ID_F7Q144,0.011947417983962975,0.008961790524965856,0.010347313882499804,0.011947417983962975,0.008961790524965856,0.010347313882499804
ID_2QVS92,0.004681855347367892,0.004900520166475253,0.00533320752363111,0.004681855347367892,0.004900520166475253,0.00533320752363111
ID_LVG9HV,0.09302036172137523,0.10850897293583939,0.09678944003586702,0.09302036172137523,0.10850897293583939,0.09678944003586702
ID_IJ59KX,0.9754894914982775,0.9620423605592721,0.9599553978779463,0.9754894914982775,0.9620423605592721,0.9599553978779463
ID_A6V9MH,0.9433346012285786,0.9363740160798704,0.9352303470761424,0.9433346012285786,0.9363740160798704,0.9352303470761424
ID_QOR7TR,0.9488600986442088,0.9507076808508157,0.9405536368203368,0.9488600986442088,0.9507076808508157,0.9405536368203368
ID_24QO6J,0.010272182679699664,0.06210710409088778,0.08016356240481184,0.010272182679699664,0.06210710409088778,0.08016356240481184
ID_BMBJLO,0.007658542014186772,0.06992296595610105,0.06804074059562423,0.007658542014186772,0.06992296595610105,0.06804074059562423
ID_F3X0RO,0.004292380908322412,0.029670644718696956,0.06086570790805748,0.004292380908322412,0.029670644718696956,0.06086570790805748
ID_EDUW90,0.36714361510069243,0.31876718963424383,0.2651804527057796,0.36714361510069243,0.31876718963424383,0.2651804527057796
ID_BDGK61,0.010503738962824347,0.009040548476907979,0.011806475643076044,0.010503738962824347,0.009040548476907979,0.011806475643076044
ID_32G5PS,0.13877309447475233,0.11365679559275405,0.1070381357220989,0.13877309447475233,0.11365679559275405,0.1070381357220989
ID_5NTDEO,0.006488259053476129,0.03379489288896518,0.05569505218767523,0.006488259053476129,0.03379489288896518,0.05569505218767523
ID_TRBT9N,0.1759098874031928,0.24227994588446056,0.2891969173786891,0.1759098874031928,0.24227994588446056,0.2891969173786891
ID_KJ9I4F,0.011250606612679369,0.00947951431706437,0.011526350073639327,0.011250606612679369,0.00947951431706437,0.011526350073639327
ID_244C3M,0.6897882799651666,0.6572263477687479,0.6440190885537698,0.6897882799651666,0.6572263477687479,0.6440190885537698
ID_1YE9IE,0.38288519422520073,0.3036638984409153,0.2849985784997996,0.38288519422520073,0.3036638984409153,0.2849985784997996
ID_4N26QU,0.007373611927488732,0.008182037396830023,0.010703252182732725,0.007373611927488732,0.008182037396830023,0.010703252182732725
ID_XE8AFB,0.9826485814874437,0.977882515712263,0.9744951498573734,0.9826485814874437,0.977882515712263,0.9744951498573734
ID_PIC1F3,0.006767725391789497,0.00592887572035917,0.0070805689811256015,0.006767725391789497,0.00592887572035917,0.0070805689811256015
ID_ES3OU4,0.019223657399710888,0.22811584417474173,0.6082467471018194,0.019223657399710888,0.22811584417474173,0.6082467471018194
ID_3C50J2,0.9553851849504372,0.9536221380010588,0.9553652836613733,0.9553851849504372,0.9536221380010588,0.9553652836613733
ID_KNVSMT,0.01130974417753806,0.009067035551753661,0.012598740411145764,0.01130974417753806,0.009067035551753661,0.012598740411145764
ID_YOP0RH,0.030898548071501983,0.029345976017129273,0.03278345515272812,0.030898548071501983,0.029345976017129273,0.03278345515272812
ID_5ETZMP,0.005987341431341938,0.005563941661640359,0.00564009436775045,0.005987341431341938,0.005563941661640359,0.00564009436775045
ID_7W1M29,0.006102560561586032,0.005753526660560336,0.006829359095605943,0.006102560561586032,0.005753526660560336,0.006829359095605943
ID_AODELD,0.021816955422519848,0.20692888570087103,0.6268841203166298,0.021816955422519848,0.20692888570087103,0.6268841203166298
ID_YQSO1A,0.03186158066797005,0.03314545998846579,0.028845380060105563,0.03186158066797005,0.03314545998846579,0.028845380060105563
ID_8BQXG9,0.07530425472489592,0.1011522921580934,0.08527203909284,0.07530425472489592,0.1011522921580934,0.08527203909284
ID_2IPWH0,0.010933715097691903,0.008048001248859673,0.011156589595587095,0.010933715097691903,0.008048001248859673,0.011156589595587095
ID_6JBW2L,0.09302036172137523,0.10850897293583939,0.09678944003586702,0.09302036172137523,0.10850897293583939,0.09678944003586702
ID_8XBH4U,0.03448840929087422,0.02838456731007964,0.030539074784010915,0.03448840929087422,0.02838456731007964,0.030539074784010915
ID_PH9G36,0.05506952476944582,0.0641289684141664,0.05582603584013809,0.05506952476944582,0.0641289684141664,0.05582603584013809
ID_O98OVF,0.0392287314677918,0.044008810184613695,0.04347133948640833,0.0392287314677918,0.044008810184613695,0.04347133948640833
ID_O4ZH53,0.38033118390614173,0.3935700189538416,0.3823649778130711,0.38033118390614173,0.3935700189538416,0.3823649778130711
ID_C1E0NJ,0.9623995780505772,0.9560682848158848,0.9442481662021365,0.9623995780505772,0.9560682848158848,0.9442481662021365
ID_ESL02P,0.00264942480956015,0.026113562823285988,0.06105831259302638,0.00264942480956015,0.026113562823285988,0.06105831259302638
ID_81VM1B,0.007926139995904698,0.0679712422851934,0.0802934922798221,0.007926139995904698,0.0679712422851934,0.0802934922798221
ID_FC2YM3,0.022554046620363463,0.017786272281311417,0.023945221973574165,0.022554046620363463,0.017786272281311417,0.023945221973574165
ID_MMON01,0.8401846845683539,0.8393710307696676,0.8002995487347673,0.8401846845683539,0.8393710307696676,0.8002995487347673
ID_9Y43YT,0.010731443774817245,0.009042968910633291,0.012611963556576495,0.010731443774817245,0.009042968910633291,0.012611963556576495
ID_FFOI15,0.026679009475555827,0.027847222974659084,0.020647899632638123,0.026679009475555827,0.027847222974659084,0.020647899632638123
ID_41RB0Z,0.012461068653018902,0.0200369596561497,0.01722395585157854,0.012461068653018902,0.0200369596561497,0.01722395585157854
ID_VNTDEU,0.8972941630358349,0.8817150410707548,0.8793247953011656,0.8972941630358349,0.8817150410707548,0.8793247953011656
ID_9WYWTK,0.03901498701392857,0.044282313515065216,0.04570890787207571,0.03901498701392857,0.044282313515065216,0.04570890787207571
ID_50WCNL,0.022724353025685574,0.024683635262068175,0.017828735030549533,0.022724353025685574,0.024683635262068175,0.017828735030549533
ID_A3Y5MU,0.05859888916445197,0.05420449587957262,0.04168367274628482,0.05859888916445197,0.05420449587957262,0.04168367274628482
ID_9IX5BB,0.03914804106301069,0.04626347310178301,0.04574926181634569,0.03914804106301069,0.04626347310178301,0.04574926181634569
ID_6P4T96,0.02502836416511019,0.04315553149614798,0.03466099503537304,0.02502836416511019,0.04315553149614798,0.03466099503537304
ID_LXKJWI,0.00518768031984839,0.0052482193618684685,0.004946896141198076,0.00518768031984839,0.0052482193618684685,0.004946896141198076
ID_UW7H8L,0.03835124895768467,0.03855862817629391,0.030339385179096987,0.03835124895768467,0.03855862817629391,0.030339385179096987
ID_Y9HC7E,0.025517948606257113,0.03129545462149413,0.02572286617954731,0.025517948606257113,0.03129545462149413,0.02572286617954731
ID_VYK8MX,0.9288271113243801,0.9123358955758858,0.9185206154163268,0.9288271113243801,0.9123358955758858,0.9185206154163268
ID_L3KEUB,0.09449564706532695,0.11163781786149485,0.1486626695716051,0.09449564706532695,0.11163781786149485,0.1486626695716051
ID_5JN269,0.9263198445387746,0.910237516084047,0.9177223127286848,0.9263198445387746,0.910237516084047,0.9177223127286848
ID_T8WOB6,0.9745196674854647,0.9737390809714064,0.9688351371889647,0.9745196674854647,0.9737390809714064,0.9688351371889647
ID_I9040J,0.870129685896938,0.8632514048375431,0.8568286398672427,0.870129685896938,0.8632514048375431,0.8568286398672427
ID_9488U4,0.010732447969435288,0.11520905194623669,0.11227367756701437,0.010732447969435288,0.11520905194623669,0.11227367756701437
ID_VYOUJS,0.9306916746834142,0.9168732155796745,0.9111184751292919,0.9306916746834142,0.9168732155796745,0.9111184751292919
ID_I5Q4PP,0.010226315659040836,0.009144545198409064,0.012386518077693025,0.010226315659040836,0.009144545198409064,0.012386518077693025
ID_RFMVP1,0.9398794513065576,0.9264290389928724,0.9263300097546288,0.9398794513065576,0.9264290389928724,0.9263300097546288
ID_MAZYU5,0.09302036172137523,0.10850897293583939,0.09678944003586702,0.09302036172137523,0.10850897293583939,0.09678944003586702
ID_6DNPKM,0.006124810733438837,0.005883465071099435,0.006747843058029157,0.006124810733438837,0.005883465071099435,0.006747843058029157
ID_1POEUY,0.8398501052308356,0.8544905771418834,0.8455252148884919,0.8398501052308356,0.8544905771418834,0.8455252148884919
ID_XPTF43,0.005987341431341938,0.005563941661640359,0.00564009436775045,0.005987341431341938,0.005563941661640359,0.00564009436775045
ID_VHAVHK,0.017127201297951054,0.03011795972603102,0.022088193177067197,0.017127201297951054,0.03011795972603102,0.022088193177067197
ID_95PZ3O,0.17398626303633355,0.2265839734606072,0.25728281461477254,0.17398626303633355,0.2265839734606072,0.25728281461477254
ID_QXR2H2,0.986608549947806,0.9793354622103645,0.9784495891813567,0.986608549947806,0.9793354622103645,0.9784495891813567
ID_1KOTHI,0.008396218440708973,0.008343750627654826,0.009547451924104925,0.008396218440708973,0.008343750627654826,0.009547451924104925
ID_NAHN7Y,0.8238198369326858,0.8661175829579588,0.8403083429164062,0.8238198369326858,0.8661175829579588,0.8403083429164062
ID_YJA0TQ,0.9802324993807839,0.9764937538492819,0.9727528080733079,0.9802324993807839,0.9764937538492819,0.9727528080733079
ID_G3ILE9,0.0051711167427952055,0.007206326073041149,0.006531984169868947,0.0051711167427952055,0.007206326073041149,0.006531984169868947
ID_24QWBN,0.010291220344385501,0.007624116055260337,0.008554636490274516,0.010291220344385501,0.007624116055260337,0.008554636490274516
ID_3X8UUY,0.023481637448626178,0.03421439487994775,0.026836231753464293,0.023481637448626178,0.03421439487994775,0.026836231753464293
ID_OQS4UZ,0.11412952365086683,0.08237561758134707,0.0784334287569406,0.11412952365086683,0.08237561758134707,0.0784334287569406
ID_LG3YSQ,0.006021054489186296,0.005323315724739028,0.004923120059032254,0.006021054489186296,0.005323315724739028,0.004923120059032254
ID_T70IQD,0.09302036172137523,0.10850897293583939,0.09678944003586702,0.09302036172137523,0.10850897293583939,0.09678944003586702
ID_0KPLCT,0.005453908255016469,0.005604270191740702,0.005475631122782725,0.005453908255016469,0.005604270191740702,0.005475631122782725
ID_O3YAZ2,0.008660511007110896,0.09831410827730089,0.1236363655817171,0.008660511007110896,0.09831410827730089,0.1236363655817171
ID_PRV9UH,0.010291220344385501,0.007624116055260337,0.008554636490274516,0.010291220344385501,0.007624116055260337,0.008554636490274516
ID_XDN5PB,0.9657632021813741,0.9628906132794324,0.9625057890250557,0.9657632021813741,0.9628906132794324,0.9625057890250557
ID_JM0BDH,0.013718568907178109,0.08188112066725724,0.11028568087900908,0.013718568907178109,0.08188112066725724,0.11028568087900908
ID_PL61GB,0.028823496186784946,0.028433758826563082,0.024399672535561974,0.028823496186784946,0.028433758826563082,0.024399672535561974
ID_MN2MRM,0.004002675463768551,0.028490196902950488,0.03451128823651839,0.004002675463768551,0.028490196902950488,0.03451128823651839
ID_AI5SSM,0.02690396691747736,0.027499077340789022,0.02162313329938714,0.02690396691747736,0.027499077340789022,0.02162313329938714
ID_66P31M,0.5550843003028304,0.5020548072109546,0.5000644069960004,0.5550843003028304,0.5020548072109546,0.5000644069960004
ID_2FRWAE,0.5999461037535394,0.5957657680203239,0.4873225960769886,0.5999461037535394,0.5957657680203239,0.4873225960769886
ID_IWNI80,0.004696980006955023,0.0038478105650340154,0.007093923682528563,0.004696980006955023,0.0038478105650340154,0.007093923682528563
ID_ZEVMMY,0.026457969920519395,0.027916035002853976,0.021527285498964037,0.026457969920519395,0.027916035002853976,0.021527285498964037
ID_MVVUUT,0.5904760529472817,0.5091018395372315,0.47981634683789637,0.5904760529472817,0.5091018395372315,0.47981634683789637
ID_549YS4,0.9229205252923369,0.9106559270234258,0.9083931428351942,0.9229205252923369,0.9106559270234258,0.9083931428351942
ID_UAC84X,0.9781578786859522,0.9713366987900685,0.9684446479142457,0.9781578786859522,0.9713366987900685,0.9684446479142457
ID_3J9IW4,0.006039355898474423,0.007168844213860447,0.009718450719038244,0.006039355898474423,0.007168844213860447,0.009718450719038244
ID_DQSA25,0.1118042213945752,0.12968991263381724,0.13320947807110028,0.1118042213945752,0.12968991263381724,0.13320947807110028
ID_FAHJ31,0.007964200251755421,0.08649439079326725,0.09275229959708685,0.007964200251755421,0.08649439079326725,0.09275229959708685
ID_INI6BF,0.36248379635510675,0.3141256345514283,0.299547058384384,0.36248379635510675,0.3141256345514283,0.299547058384384
ID_79ZAGP,0.9600902216242159,0.9512354544701983,0.9417944288236721,0.9600902216242159,0.9512354544701983,0.9417944288236721
ID_A66Y8W,0.003030890117695261,0.04428684383335874,0.05850258554532906,0.003030890117695261,0.04428684383335874,0.05850258554532906
ID_JC7BJB,0.03901498701392857,0.044282313515065216,0.04570890787207571,0.03901498701392857,0.044282313515065216,0.04570890787207571
ID_A2QUMV,0.22055446795132608,0.25754396911487715,0.24678018276208807,0.22055446795132608,0.25754396911487715,0.24678018276208807
ID_O12IAN,0.031580499846247584,0.047335717073999056,0.034258432266292695,0.031580499846247584,0.047335717073999056,0.034258432266292695
ID_UHJ511,0.8825772442086879,0.8878763988167517,0.8808377740533783,0.8825772442086879,0.8878763988167517,0.8808377740533783
ID_N0275W,0.02669816297787208,0.028155875797828932,0.020716134282665305,0.02669816297787208,0.028155875797828932,0.020716134282665305
ID_S4LM69,0.4444003156071553,0.3806965095913147,0.39495728148450604,0.4444003156071553,0.3806965095913147,0.39495728148450604
ID_9RUXFC,0.19519902079691798,0.19357756524414094,0.18599561338134063,0.19519902079691798,0.19357756524414094,0.18599561338134063
ID_9OW45W,0.37165297819512827,0.38017134150816123,0.3213749452264129,0.37165297819512827,0.38017134150816123,0.3213749452264129
ID_K9DA8B,0.014386171765878756,0.010291499562135438,0.012660255200775263,0.014386171765878756,0.010291499562135438,0.012660255200775263
ID_HSWUYA,0.07530425472489592,0.1011522921580934,0.08527203909284,0.07530425472489592,0.1011522921580934,0.08527203909284
ID_7HA00C,0.1946647477176543,0.196074635376083,0.1888362219988824,0.1946647477176543,0.196074635376083,0.1888362219988824
ID_BXSYRV,0.1118042213945752,0.12968991263381724,0.13320947807110028,0.1118042213945752,0.12968991263381724,0.13320947807110028
ID_4DVYXS,0.012481118676984211,0.012353621007608253,0.015354290494002436,0.012481118676984211,0.012353621007608253,0.015354290494002436
ID_G5R1VQ,0.010333315552986281,0.1651992954785585,0.39164964613707953,0.010333315552986281,0.1651992954785585,0.39164964613707953
ID_QF4DDJ,0.01080008004806974,0.11556618430617971,0.11295268704845887,0.01080008004806974,0.11556618430617971,0.11295268704845887
ID_29LP7U,0.007851856104883837,0.008285317662165895,0.010136601358188776,0.007851856104883837,0.008285317662165895,0.010136601358188776
ID_8ZA4KK,0.03645252561335915,0.047139166554654305,0.03981739274610194,0.03645252561335915,0.047139166554654305,0.03981739274610194
ID_935SYF,0.06916586416580911,0.07999124725624798,0.07410619366021352,0.06916586416580911,0.07999124725624798,0.07410619366021352
ID_O89PTQ,0.013232650444704668,0.010942781748273877,0.015084844053259803,0.013232650444704668,0.010942781748273877,0.015084844053259803
ID_JA5WCA,0.9634319641307312,0.9554868195546825,0.959699847875284,0.9634319641307312,0.9554868195546825,0.959699847875284
ID_WYTK03,0.012969984592273658,0.010362256060899983,0.016079087210645864,0.012969984592273658,0.010362256060899983,0.016079087210645864
ID_IKRZY1,0.28226498818630374,0.23761854835568763,0.22028981962168284,0.28226498818630374,0.23761854835568763,0.22028981962168284
ID_LL1JXX,0.007443834599569799,0.008070255134046815,0.011119728615811593,0.007443834599569799,0.008070255134046815,0.011119728615811593
ID_M6AO2V,0.765941810932648,0.7500099325122378,0.7314844060701688,0.765941810932648,0.7500099325122378,0.7314844060701688
ID_LG5UO0,0.22566491185510415,0.20037412419248682,0.1776483380934405,0.22566491185510415,0.20037412419248682,0.1776483380934405
ID_QFZS8H,0.0864431550726731,0.10187040377603197,0.09222830640614699,0.0864431550726731,0.10187040377603197,0.09222830640614699
ID_LM2JY4,0.012647341611300352,0.08467463058061528,0.11441150540056638,0.012647341611300352,0.08467463058061528,0.11441150540056638
ID_88MMIY,0.010926555786363631,0.009618485824045344,0.012401111756567215,0.010926555786363631,0.009618485824045344,0.012401111756567215
ID_PMF5Q4,0.00825762361238807,0.008029319477670528,0.00991753940323011,0.00825762361238807,0.008029319477670528,0.00991753940323011
ID_QWY4NC,0.9385307394390648,0.9298161332649343,0.922921264439438,0.9385307394390648,0.9298161332649343,0.922921264439438
ID_DTH3DJ,0.008878499515511257,0.01028611117668008,0.012144860621396258,0.008878499515511257,0.01028611117668008,0.012144860621396258
ID_H94778,0.6623215656246488,0.6942840091125168,0.6420956753623108,0.6623215656246488,0.6942840091125168,0.6420956753623108
ID_5GWF50,0.7966698088753726,0.7829577270331611,0.7751226099459625,0.7966698088753726,0.7829577270331611,0.7751226099459625
ID_52Y9FW,0.006091300632120513,0.007933865599011346,0.007274626616451486,0.006091300632120513,0.007933865599011346,0.007274626616451486
ID_ABK42Y,0.029459189356946552,0.028915202892736944,0.023444107583672144,0.029459189356946552,0.028915202892736944,0.023444107583672144
ID_QAP5BH,0.007681500583273691,0.008215340923635886,0.010388707600044062,0.007681500583273691,0.008215340923635886,0.010388707600044062
ID_VIOLB1,0.05020646906008938,0.08049166252151388,0.0669052304012803,0.05020646906008938,0.08049166252151388,0.0669052304012803
ID_4VICY7,0.005464839340355403,0.007293537875202662,0.0076604724317695504,0.005464839340355403,0.007293537875202662,0.0076604724317695504
ID_7GMWB7,0.46443118079184253,0.4541014203442423,0.38581483570227415,0.46443118079184253,0.4541014203442423,0.38581483570227415
ID_BNQY90,0.1118042213945752,0.12968991263381724,0.13320947807110028,0.1118042213945752,0.12968991263381724,0.13320947807110028
ID_4ODSXP,0.6792833120831372,0.7142450975908039,0.7313875334709108,0.6792833120831372,0.7142450975908039,0.7313875334709108
ID_IVIROD,0.012969984592273658,0.010362256060899983,0.016079087210645864,0.012969984592273658,0.010362256060899983,0.016079087210645864
ID_0GB49S,0.013993524880595624,0.011980228465549858,0.011366667815438027,0.013993524880595624,0.011980228465549858,0.011366667815438027
ID_LYYH98,0.060115731163911446,0.04712840687645307,0.05112900440757554,0.060115731163911446,0.04712840687645307,0.05112900440757554
ID_TDGJ6O,0.9156999718054515,0.9142934943385298,0.9112342033136132,0.9156999718054515,0.9142934943385298,0.9112342033136132
ID_NVRCO0,0.005136604480556362,0.006520588289523246,0.0065315230063112475,0.005136604480556362,0.006520588289523246,0.0065315230063112475
ID_1L8DPU,0.8925073101001935,0.8683470634191438,0.8833722060437594,0.8925073101001935,0.8683470634191438,0.8833722060437594
ID_QAL44W,0.034898542298178625,0.026959214281697168,0.028558449831863883,0.034898542298178625,0.026959214281697168,0.028558449831863883
ID_AQKGW8,0.01096105617691659,0.009481057532385642,0.012103668503666808,0.01096105617691659,0.009481057532385642,0.012103668503666808
ID_2GBUTZ,0.030664976867919292,0.041810549389905804,0.030132472719922913,0.030664976867919292,0.041810549389905804,0.030132472719922913
ID_81EWH0,0.8958835053906016,0.8588634840869119,0.8826307825060642,0.8958835053906016,0.8588634840869119,0.8826307825060642
ID_N2W1RY,0.9903084406225653,0.9846340535854659,0.9862006288332565,0.9903084406225653,0.9846340535854659,0.9862006288332565
ID_H8QWIJ,0.15917325789884657,0.16851237754187187,0.18867726653190334,0.15917325789884657,0.16851237754187187,0.18867726653190334
ID_IN5S9Z,0.8144663252958476,0.725762044831218,0.6972616745381917,0.8144663252958476,0.725762044831218,0.6972616745381917
ID_E5D8NN,0.010485954029442154,0.00891310534326745,0.011811527869937982,0.010485954029442154,0.00891310534326745,0.011811527869937982
ID_A7KZ7P,0.03299514045909345,0.03400008007169496,0.028018220150683427,0.03299514045909345,0.03400008007169496,0.028018220150683427
ID_UET63A,0.003797646286267881,0.004449487427365955,0.006132736606463929,0.003797646286267881,0.004449487427365955,0.006132736606463929
ID_1RJBGJ,0.01023852852455383,0.008947101982015898,0.014611642337719038,0.01023852852455383,0.008947101982015898,0.014611642337719038
ID_UX3E34,0.05109218382805353,0.04232945432653563,0.03540536499382223,0.05109218382805353,0.04232945432653563,0.03540536499382223
ID_HT30DM,0.9549476365551129,0.9153082237024006,0.9303142902618764,0.9549476365551129,0.9153082237024006,0.9303142902618764
ID_K7V7FD,0.006855160787614165,0.006534015986154362,0.006818301873348957,0.006855160787614165,0.006534015986154362,0.006818301873348957
